record_id,route_id,observed_at,booking_count,cargo_volume_ton,average_price_per_ton_idr,cancellation_rate,average_delay_hours,utilization_rate,port_congestion,weather_risk,supplier_failure_rate,is_synthetic,provenance,anomaly_label,label_definition_version,dataset_version
12b4198f-6ef9-56a9-bef9-5e0cded0eaf1,7c07a419-0678-5ee9-addb-35e9725f7a9f,2024-01-01T00:00:00+00:00,41.621739130259954,347.8831257092408,2388431.0517281033,0.05128407148854131,7.702292284740236,0.5994803156652087,0.20442098025733568,0.03760890050737515,0.04350365707839176,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
6ab36988-b689-508d-80e3-b532330fff16,55c1edcf-6dc9-5dce-a75a-573aebbcfa02,2024-01-01T03:00:00+00:00,35.37225222739782,311.3688921859582,2645627.8172331536,0.011272123339360594,1.437296490347743,0.7009091131360172,0.0773105733695632,0.046244324152236255,0.015123625548954167,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
8aad3c51-a6be-5f52-9cbe-c011f7f0499b,45e75c26-e6e6-5882-8a92-da0259f0d80f,2024-01-01T06:00:00+00:00,38.56508762616679,307.3681356871943,2385959.9270614567,0.001967221583224577,1.7869599786730492,0.9638994625377297,0.20336763010111222,0.1712941498117755,0.02592217341707082,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
ad2b1ad2-8b36-52c7-a38f-9fb8deb07a24,c91258aa-0e4d-5205-90c9-cc6b06a103f5,2024-01-01T09:00:00+00:00,43.57785824647449,389.0312677681593,2485852.4157988424,0.10175232955858199,6.873841450908792,0.6134102269186076,0.22422835613371694,0.2490161546807984,0.0917459005860446,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
71ac9683-9e47-5de0-927b-97e04ca734b2,72e8fc2f-df3a-54b9-9dae-931ad50aab20,2024-01-01T12:00:00+00:00,39.051525732193966,344.1262443185538,2565959.808465819,0.02941471986814423,3.3858372040630496,0.8351937164198372,0.4645513464864254,0.0699362064472708,0.11403546243425917,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
b3611889-00cf-5e49-9953-c9566d2126e2,2de738ee-3e8a-55c5-9cf7-85b80133b0eb,2024-01-01T15:00:00+00:00,34.91811430962068,277.6058496330171,2135105.78758284,0.0441524394758708,4.882215891010523,0.7643989079188942,0.5765855440259737,0.004896601722598958,0.04504367814034052,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
c1c2c83e-f862-5c94-a864-11e717b16af5,25011204-e78e-529c-9ce6-7cfd0a02aca1,2024-01-01T18:00:00+00:00,27.417805913954886,264.1411861176695,9364824.51893183,0.07216507934374296,15.762895649590119,0.6947465596860067,0.5525598753286384,0.24865880847952473,0.01437225756406276,True,opticargo-synthetic-operational-anomaly-generator-v1,1,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
3bec88da-e39d-5cfe-b1b1-8c7fd56d70a2,0bb9966e-5b3a-5705-84fc-b2fbc9829aed,2024-01-01T21:00:00+00:00,24.548616828384546,203.93235032511598,2479364.1923951507,0.1751689924048122,4.291248571219279,0.808145567190873,0.13728561404003628,0.12322963484363238,0.00650307083784662,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
d913aade-7b59-5bfe-99b7-5cd28f7c8aca,0f2cbee9-03c0-50d1-ae21-d5bb1c2f6be6,2024-01-02T00:00:00+00:00,37.69681863698924,304.73425997058246,2434768.0827649976,0.009384939075485538,5.851925356456536,0.5882231027177549,0.3897672414937726,0.23152552611318056,0.007980818414780792,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
c34171ec-1a7e-55a2-bfe3-a8fa5b7fae71,e1ee1345-a3bc-5d99-ac0d-6766a54a288f,2024-01-02T03:00:00+00:00,34.93842061931948,300.99881738156273,2454673.6546009057,0.031191647946086414,5.057284429106493,0.8070005948071498,0.0675307913677465,0.12616938714916764,0.020384089261088447,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
f2bae1d9-03c6-5782-aa67-1d06e006db88,a31634f8-5529-5d9a-b410-67234428beb8,2024-01-02T06:00:00+00:00,46.05973496758443,453.9280539390946,2647529.875700714,0.03719616243279783,13.39323563423881,0.7829263135040707,0.41494570268929615,0.23854400596842704,0.05071019772081649,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
fb20559c-97a1-5785-a36e-d50daddf4338,5fa09c08-6a2b-522f-b61f-17980430a94d,2024-01-02T09:00:00+00:00,40.96742355657827,324.86774273605187,2115455.259323523,0.055604877138186966,3.4659806527927897,0.7951673302412263,0.20432146511308358,0.14487837618911026,0.0023400626543909047,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
eed9ec61-b39b-5ffb-87d2-fc69dd6f2cd1,a2b9edce-6075-55b0-8696-b0ee702f8fb2,2024-01-02T12:00:00+00:00,31.628394083812648,297.05080300779053,2319316.2529975465,0.023623146500144385,3.488820716865429,0.9688646858877837,0.24802976748631478,0.08269859533825263,0.06283573297888775,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
7d789c75-849d-5a9e-b0c4-9b6a678e9a5d,21064fec-4e78-5d10-9cf3-2095be3ba96d,2024-01-02T15:00:00+00:00,36.00074736742207,350.858025219,2232912.0511851194,0.018375198478313936,68.33990525119968,0.6764262719400381,0.9184456929273463,0.27295882561294593,0.028328936967873974,True,opticargo-synthetic-operational-anomaly-generator-v1,1,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
3cc7946a-d656-54fb-b79c-b9d81e79f9ea,05fd3b5e-bd41-5b92-a11e-29353446fdc9,2024-01-02T18:00:00+00:00,38.172263323631235,267.8282866278031,2399721.136747637,0.044370492675319076,3.123628781095138,0.8087824061034415,0.53760096227226,0.3092737116920292,0.0957976755663914,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
5f1c5d5a-7ef9-5b30-969e-bfd77e764875,04a2bf60-5d15-5bcf-8c44-041f6e175d5c,2024-01-02T21:00:00+00:00,36.18462428926028,315.3283048949014,2645896.446107642,0.06893899773706795,0.7243021149016905,0.8536411388662721,0.39820935805486846,0.13099138830346893,0.017088590703306983,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
cc473a51-9356-5bd7-9fb3-6c3e3d147516,8d4a05fd-c6d2-501a-9d71-b539bead0cc9,2024-01-03T00:00:00+00:00,33.14928904164317,332.9120495918968,2328621.6505778683,0.07223033914581822,8.427772988730206,0.6381491856888536,0.5013924982546393,0.0911596058072053,0.03240167516541255,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
4fcd5938-1e9f-594b-9e08-775f751632d8,d6a6eb42-8ec5-5215-9620-b1939873b825,2024-01-03T03:00:00+00:00,44.22446112011875,401.0008597626702,2318853.2907345006,0.047064041942598986,6.501350576349628,0.599700179967522,0.10692325756952284,0.12338875214322242,0.046687022176489304,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
ed5f7090-a325-5767-8f75-19d5a34234fb,4a6fd924-010a-5ff8-8f0b-1863723316e0,2024-01-03T06:00:00+00:00,46.759375569412796,481.87348467218,2581474.883029104,0.19538301169593283,4.57702856778447,0.6664748017992935,0.2896682120352903,0.019132395640740502,0.028773027582138375,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
4823b801-2aeb-5984-8d1d-280cabd4d426,6a5d9389-6543-5993-bc6f-993fddfc4f67,2024-01-03T09:00:00+00:00,49.124674988303525,386.51932869094594,2808221.375460643,0.028876411324057594,7.41162411192014,0.5982097561422993,0.34734793517363743,0.05490946086397939,0.06309059488626416,True,opticargo-synthetic-operational-anomaly-generator-v1,0,operational-anomaly-v1,synthetic-operational-anomaly-2026-07-30-seed44
